census_no,school_name,school_address,province,district,zone,education_division,school_type,category
23024,KALATUWAWA WEST V.,THUMMODARA,Sabaragamuwa,91.Ratnapura,Ratnapura,Eheliyagoda,3.Type2,provincial
23025,M.RA SWARNA JAYANTHI V.,"MHARA, EHALIYAGODA",Sabaragamuwa,91.Ratnapura,Ratnapura,Eheliyagoda,3.Type2,provincial
23027,WILEGODA WIJENAYAKA V.,"WILEGODA, EHELIYAGODA",Sabaragamuwa,91.Ratnapura,Ratnapura,Eheliyagoda,4.Type3,provincial
23028,MAPOTA V.,"MAPOTA, KALATUWAWA",Sabaragamuwa,91.Ratnapura,Ratnapura,Eheliyagoda,3.Type2,provincial
23029,ELLAWALA M. V.,ELLAWALA,Sabaragamuwa,91.Ratnapura,Ratnapura,Kuruwita,2.1C,provincial
23030,KARADANA SRI JINARATHANA V.,KARADANA,Sabaragamuwa,91.Ratnapura,Ratnapura,Eheliyagoda,1.1AB,provincial
23031,KIRIELLA CENTRAL COLLEGE,KIRIELLA,Sabaragamuwa,91.Ratnapura,Ratnapura,Kuruwita,1.1AB,provincial
23032,PATHBERIYA NARADA CENTRAL COLLEGE,"PATHBERIYA, PARAKADUWA",Sabaragamuwa,91.Ratnapura,Ratnapura,Kuruwita,1.1AB,provincial
23033,PUSSALLA M.V.,"PUSSALLA, PARAKADUWA",Sabaragamuwa,91.Ratnapura,Ratnapura,Kuruwita,2.1C,provincial
23034,RATNAPURA ELLAGAWA V.,ELLAGAWA,Sabaragamuwa,91.Ratnapura,Ratnapura,Kuruwita,3.Type2,provincial
23035,EPITAWALA V.,"EPITAWALA, KIRIELLA",Sabaragamuwa,91.Ratnapura,Ratnapura,Kuruwita,3.Type2,provincial
23036,ELLAVALA KANISHTA V.,"ELLAWALA, EHELIYAGODA",Sabaragamuwa,91.Ratnapura,Ratnapura,Kuruwita,4.Type3,provincial
23037,ELLAWALA PARANAGAMA V.,PARANAGAMA,Sabaragamuwa,91.Ratnapura,Ratnapura,Kuruwita,3.Type2,provincial
